Sample,Assay,Well,Spot,Dilution,Concentration,Signal,Adjusted Signal,Mean,Adj. Sig. Mean,CV,% Recovery,% Recovery Mean,Calc. Concentration,Calc. Conc. Mean,Calc. Conc. CV
NBL_308_M0_M1,TARC,C01,4,4,,12834,12834,12834,12834,NaN,,,86.40727527,86.40727527,NaN
NBL_308_M0_M1,GM-CSF,C01,1,2,,1048,1048,1048,1048,NaN,,,2.870190144,2.870190144,NaN
NBL_308_M0_M1,IL-12p40,C01,5,2,,267592,267592,267592,267592,NaN,,,5213.094978,5213.094978,NaN
NBL_308_M0_M1,IL-15,C01,6,2,,1138,1138,1138,1138,NaN,,,2.366119146,2.366119146,NaN
NBL_308_M0_M1,IL-16,C01,7,2,,2176,2176,2176,2176,NaN,,,61.05890743,61.05890743,NaN
NBL_308_M0_M1,IL-17,C01,8,2,,3065,3065,3065,3065,NaN,,,32.03185217,32.03185217,NaN
NBL_308_M0_M1,IL-1α,C01,2,2,,2724,2724,2724,2724,NaN,,,9.789973472,9.789973472,NaN
NBL_308_M0_M1,IL-5,C01,3,2,,523,523,523,523,NaN,,,0.17852649,0.17852649,NaN
NBL_308_M0_M1,IL-7,C01,4,2,,1175,1175,1175,1175,NaN,,,4.238764675,4.238764675,NaN
NBL_308_M0_M1,TNF-β,C01,9,2,,9236,9236,9236,9236,NaN,,,46.53062609,46.53062609,NaN
NBL_308_M0_M1,VEGF,C01,10,2,,33454,33454,33454,33454,NaN,,,305.8756944,305.8756944,NaN
NBL_308_M0_M1,IFN-γ,C01,1,2,,1726914,1726914,1726914,1726914,NaN,,,37551.46202,37551.46202,NaN
NBL_308_M0_M1,IL-10,C01,7,2,,406555,406555,406555,406555,NaN,,,1155.782948,1155.782948,NaN
NBL_308_M0_M1,IL-12p70,C01,8,2,,14296,14296,14296,14296,NaN,,,48.80519487,48.80519487,NaN
NBL_308_M0_M1,IL-13,C01,9,2,,13328,13328,13328,13328,NaN,,,64.15416406,64.15416406,NaN
NBL_308_M0_M1,IL-1β,C01,2,2,,44458,44458,44458,44458,NaN,,,46.03285263,46.03285263,NaN
NBL_308_M0_M1,IL-2,C01,3,2,,3388,3388,3388,3388,NaN,,,6.717112331,6.717112331,NaN
NBL_308_M0_M1,IL-4,C01,4,2,,16092,16092,16092,16092,NaN,,,14.3150367,14.3150367,NaN
NBL_308_M0_M1,IL-6,C01,5,2,,1517298,1517298,1517298,1517298,NaN,,,6053.320946,6053.320946,NaN
NBL_308_M0_M1,IL-8,C01,6,2,,1579911,1579911,1579911,1579911,NaN,,,6883.688977,6883.688977,NaN
NBL_308_M0_M1,TNF-α,C01,10,2,,1907690,1907690,1907690,1907690,NaN,,,8450.617145,8450.617145,NaN
NBL_308_M0_M1+PM,Eotaxin,G01,1,4,,12326,12326,12326,12326,NaN,,,408.8833138,408.8833138,NaN
NBL_308_M0_M1+PM,Eotaxin-3,G01,3,4,,926,926,926,926,NaN,,,47.31387997,47.31387997,NaN
NBL_308_M0_M1+PM,IL-8,G01,7,4,,653208,653208,653208,653208,NaN,,,522470.9442,522470.9442,NaN
NBL_308_M0_M1+PM,IP-10,G01,5,4,,1374884,1374884,1374884,1374884,NaN,,,323782.2744,NaN,NaN
NBL_308_M0_M1+PM,MCP-1,G01,8,4,,1819082,1819082,1819082,1819082,NaN,,,10040.23408,10040.23408,NaN
NBL_308_M0_M1+PM,MCP-4,G01,10,4,,5016,5016,5016,5016,NaN,,,91.1815713,91.1815713,NaN
NBL_308_M0_M1+PM,MDC,G01,9,4,,7055,7055,7055,7055,NaN,,,397.4322061,397.4322061,NaN
NBL_308_M0_M1+PM,MIP-1α,G01,6,4,,1517785,1517785,1517785,1517785,NaN,,,8198.326103,8198.326103,NaN
NBL_308_M0_M1+PM,MIP-1β,G01,2,4,,1558109,1558109,1558109,1558109,NaN,,,6725.587563,6725.587563,NaN
NBL_308_M0_M1+PM,TARC,G01,4,4,,9369,9369,9369,9369,NaN,,,58.896697,58.896697,NaN
NBL_308_M0_M1+PM,GM-CSF,G01,1,2,,6286,6286,6286,6286,NaN,,,29.66513569,29.66513569,NaN
NBL_308_M0_M1+PM,IL-12p40,G01,5,2,,30418,30418,30418,30418,NaN,,,344.9097322,344.9097322,NaN
NBL_308_M0_M1+PM,IL-15,G01,6,2,,1726,1726,1726,1726,NaN,,,4.13424674,4.13424674,NaN
NBL_308_M0_M1+PM,IL-16,G01,7,2,,2346,2346,2346,2346,NaN,,,65.48299728,65.48299728,NaN
NBL_308_M0_M1+PM,IL-17,G01,8,2,,455,455,455,455,NaN,,,2.04009985,2.04009985,NaN
NBL_308_M0_M1+PM,IL-1α,G01,2,2,,12960,12960,12960,12960,NaN,,,67.00642551,67.00642551,NaN
NBL_308_M0_M1+PM,IL-5,G01,3,2,,398,398,398,398,NaN,,,0.000257824,NaN,NaN
NBL_308_M0_M1+PM,IL-7,G01,4,2,,259,259,259,259,NaN,,,0.225869814,0.225869814,NaN
NBL_308_M0_M1+PM,TNF-β,G01,9,2,,5483,5483,5483,5483,NaN,,,25.64624788,25.64624788,NaN
NBL_308_M0_M1+PM,VEGF,G01,10,2,,113698,113698,113698,113698,NaN,,,959.0983065,959.0983065,NaN
NBL_308_M0_M1+PM,IFN-γ,G01,1,2,,1619783,1619783,1619783,1619783,NaN,,,34997.04615,34997.04615,NaN
NBL_308_M0_M1+PM,IL-10,G01,7,2,,647672,647672,647672,647672,NaN,,,1967.576265,1967.576265,NaN
NBL_308_M0_M1+PM,IL-12p70,G01,8,2,,4750,4750,4750,4750,NaN,,,12.95906517,12.95906517,NaN
NBL_308_M0_M1+PM,IL-13,G01,9,2,,13115,13115,13115,13115,NaN,,,63.35452644,63.35452644,NaN
NBL_308_M0_M1+PM,IL-1β,G01,2,2,,92410,92410,92410,92410,NaN,,,107.3452621,107.3452621,NaN
NBL_308_M0_M1+PM,IL-2,G01,3,2,,3524,3524,3524,3524,NaN,,,7.082325657,7.082325657,NaN
NBL_308_M0_M1+PM,IL-4,G01,4,2,,14285,14285,14285,14285,NaN,,,12.47373595,12.47373595,NaN
NBL_308_M0_M1+PM,IL-6,G01,5,2,,1470655,1470655,1470655,1470655,NaN,,,5859.464531,5859.464531,NaN
NBL_308_M0_M1+PM,IL-8,G01,6,2,,1566137,1566137,1566137,1566137,NaN,,,6813.899139,6813.899139,NaN
NBL_308_M0_M1+PM,TNF-α,G01,10,2,,1904336,1904336,1904336,1904336,NaN,,,8435.059601,8435.059601,NaN
NBL_308_M0_PM,Eotaxin,E01,1,4,,2117,2117,2117,2117,NaN,,,99.90782907,99.90782907,NaN
NBL_308_M0_PM,Eotaxin-3,E01,3,4,,934,934,934,934,NaN,,,47.83693849,47.83693849,NaN
NBL_308_M0_PM,IL-8,E01,7,4,,333734,333734,333734,333734,NaN,,,300628.4314,300628.4314,NaN
NBL_308_M0_PM,IP-10,E01,5,4,,30867,30867,30867,30867,NaN,,,175.1275859,175.1275859,NaN
NBL_308_M0_PM,MCP-1,E01,8,4,,1855837,1855837,1855837,1855837,NaN,,,10244.23379,10244.23379,NaN
NBL_308_M0_PM,MCP-4,E01,10,4,,247426,247426,247426,247426,NaN,,,6104.93797,6104.93797,NaN
NBL_308_M0_PM,MDC,E01,9,4,,4526,4526,4526,4526,NaN,,,252.9078182,252.9078182,NaN
NBL_308_M0_PM,MIP-1α,E01,6,4,,1532642,1532642,1532642,1532642,NaN,,,8250.12855,8250.12855,NaN
NBL_308_M0_PM,MIP-1β,E01,2,4,,1572756,1572756,1572756,1572756,NaN,,,6776.099728,6776.099728,NaN
NBL_308_M0_PM,TARC,E01,4,4,,6961,6961,6961,6961,NaN,,,40.33364356,40.33364356,NaN
NBL_308_M0_PM,GM-CSF,E01,1,2,,14459,14459,14459,14459,NaN,,,81.9409655,81.9409655,NaN
NBL_308_M0_PM,IL-12p40,E01,5,2,,8342,8342,8342,8342,NaN,,,67.24953755,67.24953755,NaN
NBL_308_M0_PM,IL-15,E01,6,2,,561,561,561,561,NaN,,,0.832761394,0.832761394,NaN
NBL_308_M0_PM,IL-16,E01,7,2,,6992,6992,6992,6992,NaN,,,174.0394464,174.0394464,NaN
NBL_308_M0_PM,IL-17,E01,8,2,,467,467,467,467,NaN,,,2.139951835,2.139951835,NaN
NBL_308_M0_PM,IL-1α,E01,2,2,,298597,298597,298597,298597,NaN,,,2304.011153,2304.011153,NaN
NBL_308_M0_PM,IL-5,E01,3,2,,459,459,459,459,NaN,,,0.065350979,0.065350979,NaN
NBL_308_M0_PM,IL-7,E01,4,2,,263,263,263,263,NaN,,,0.238943278,0.238943278,NaN
NBL_308_M0_PM,TNF-β,E01,9,2,,393,393,393,393,NaN,,,0.138947842,0.138947842,NaN
NBL_308_M0_PM,VEGF,E01,10,2,,126977,126977,126977,126977,NaN,,,1062.971461,1062.971461,NaN
NBL_308_M0_PM,IFN-γ,E01,1,2,,1018,1018,1018,1018,NaN,,,5.864275855,5.864275855,NaN
NBL_308_M0_PM,IL-10,E01,7,2,,312540,312540,312540,312540,NaN,,,855.8148701,855.8148701,NaN
NBL_308_M0_PM,IL-12p70,E01,8,2,,3118,3118,3118,3118,NaN,,,7.564076827,7.564076827,NaN
NBL_308_M0_PM,IL-13,E01,9,2,,5191,5191,5191,5191,NaN,,,30.46639862,30.46639862,NaN
NBL_308_M0_PM,IL-1β,E01,2,2,,186169,186169,186169,186169,NaN,,,236.3788392,236.3788392,NaN
NBL_308_M0_PM,IL-2,E01,3,2,,1892,1892,1892,1892,NaN,,,2.891725016,2.891725016,NaN
NBL_308_M0_PM,IL-4,E01,4,2,,7010,7010,7010,7010,NaN,,,5.447763223,5.447763223,NaN
NBL_308_M0_PM,IL-6,E01,5,2,,1069862,1069862,1069862,1069862,NaN,,,4205.871279,4205.871279,NaN
NBL_308_M0_PM,IL-8,E01,6,2,,1533938,1533938,1533938,1533938,NaN,,,6651.152483,6651.152483,NaN
NBL_308_M0_PM,TNF-α,E01,10,2,,377171,377171,377171,377171,NaN,,,1553.735522,1553.735522,NaN
NBL_308_M0_Veh,Eotaxin,A01,1,4,,878,878,878,878,NaN,,,45.4730616,45.4730616,NaN
NBL_308_M0_Veh,Eotaxin-3,A01,3,4,,224,224,224,224,NaN,,,5.446485035,5.446485035,NaN
NBL_308_M0_Veh,IL-8,A01,7,4,,2530,2530,2530,2530,NaN,,,4880.070547,4880.070547,NaN
NBL_308_M0_Veh,IP-10,A01,5,4,,50130,50130,50130,50130,NaN,,,295.900546,295.900546,NaN
NBL_308_M0_Veh,MCP-1,A01,8,4,,1842469,1842469,1842469,1842469,NaN,,,10170.03477,10170.03477,NaN
NBL_308_M0_Veh,MCP-4,A01,10,4,,6855,6855,6855,6855,NaN,,,114.3481263,114.3481263,NaN
NBL_308_M0_Veh,MDC,A01,9,4,,4487,4487,4487,4487,NaN,,,250.6404837,250.6404837,NaN
NBL_308_M0_Veh,MIP-1α,A01,6,4,,1116,1116,1116,1116,NaN,,,66.34820951,66.34820951,NaN
NBL_308_M0_Veh,MIP-1β,A01,2,4,,70381,70381,70381,70381,NaN,,,568.7571069,568.7571069,NaN
NBL_308_M0_Veh,TARC,A01,4,4,,16947,16947,16947,16947,NaN,,,119.9653847,119.9653847,NaN
NBL_308_M0_Veh,GM-CSF,A01,1,2,,168,168,168,168,NaN,,,0.002572565,NaN,NaN
NBL_308_M0_Veh,IL-12p40,A01,5,2,,221,221,221,221,NaN,,,0.001655951,0.001655951,NaN
NBL_308_M0_Veh,IL-15,A01,6,2,,188,188,188,188,NaN,,,0.05425034,0.05425034,NaN
NBL_308_M0_Veh,IL-16,A01,7,2,,4362,4362,4362,4362,NaN,,,114.8469843,114.8469843,NaN
NBL_308_M0_Veh,IL-17,A01,8,2,,138,138,138,138,NaN,,,0.002907354,NaN,NaN
NBL_308_M0_Veh,IL-1α,A01,2,2,,484,484,484,484,NaN,,,0.007095829,NaN,NaN
NBL_308_M0_Veh,IL-5,A01,3,2,,385,385,385,385,NaN,,,0.000257824,NaN,NaN
NBL_308_M0_Veh,IL-7,A01,4,2,,239,239,239,239,NaN,,,0.16222635,0.16222635,NaN
NBL_308_M0_Veh,TNF-β,A01,9,2,,323,323,323,323,NaN,,,0.001080615,NaN,NaN
NBL_308_M0_Veh,VEGF,A01,10,2,,6454,6454,6454,6454,NaN,,,63.39464265,63.39464265,NaN
NBL_308_M0_Veh,IFN-γ,A01,1,2,,427,427,427,427,NaN,,,0.168355917,NaN,NaN
NBL_308_M0_Veh,IL-10,A01,7,2,,720,720,720,720,NaN,,,0.300797076,0.300797076,NaN
NBL_308_M0_Veh,IL-12p70,A01,8,2,,391,391,391,391,NaN,,,0.00466272,NaN,NaN
NBL_308_M0_Veh,IL-13,A01,9,2,,1540,1540,1540,1540,NaN,,,10.80137545,10.80137545,NaN
NBL_308_M0_Veh,IL-1β,A01,2,2,,4177,4177,4177,4177,NaN,,,0.827205215,0.827205215,NaN
NBL_308_M0_Veh,IL-2,A01,3,2,,540,540,540,540,NaN,,,0.02138655,0.02138655,NaN
NBL_308_M0_Veh,IL-4,A01,4,2,,221,221,221,221,NaN,,,0.014409803,0.014409803,NaN
NBL_308_M0_Veh,IL-6,A01,5,2,,2245,2245,2245,2245,NaN,,,5.971756148,5.971756148,NaN
NBL_308_M0_Veh,IL-8,A01,6,2,,388851,388851,388851,388851,NaN,,,1348.484898,1348.484898,NaN
NBL_308_M0_Veh,TNF-α,A01,10,2,,1346,1346,1346,1346,NaN,,,2.84440473,2.84440473,NaN
NBL_308_M2_M1,Eotaxin,D01,1,4,,6918,6918,6918,6918,NaN,,,259.8793123,259.8793123,NaN
NBL_308_M2_M1,Eotaxin-3,D01,3,4,,3000,3000,3000,3000,NaN,,,198.2452232,198.2452232,NaN
NBL_308_M2_M1,IL-8,D01,7,4,,487312,487312,487312,487312,NaN,,,410512.9688,410512.9688,NaN
NBL_308_M2_M1,IP-10,D01,5,4,,1479229,1479229,1479229,1479229,NaN,,,323782.2744,NaN,NaN
NBL_308_M2_M1,MCP-1,D01,8,4,,1903006,1903006,1903006,1903006,NaN,,,10506.07395,10506.07395,NaN
NBL_308_M2_M1,MCP-4,D01,10,4,,1621982,1621982,1621982,1621982,NaN,,,23646.33671,NaN,NaN
NBL_308_M2_M1,MDC,D01,9,4,,88084,88084,88084,88084,NaN,,,4464.014968,4464.014968,NaN
NBL_308_M2_M1,MIP-1α,D01,6,4,,1527041,1527041,1527041,1527041,NaN,,,8230.619692,8230.619692,NaN
NBL_308_M2_M1,MIP-1β,D01,2,4,,1597293,1597293,1597293,1597293,NaN,,,6860.514077,6860.514077,NaN
NBL_308_M2_M1,TARC,D01,4,4,,75703,75703,75703,75703,NaN,,,646.6379234,646.6379234,NaN
NBL_308_M2_M1,GM-CSF,D01,1,2,,6206,6206,6206,6206,NaN,,,29.20082465,29.20082465,NaN
NBL_308_M2_M1,IL-12p40,D01,5,2,,1493591,1493591,1493591,1493591,NaN,,,44506.05811,44506.05811,NaN
NBL_308_M2_M1,IL-15,D01,6,2,,4118,4118,4118,4118,NaN,,,12.48876489,12.48876489,NaN
NBL_308_M2_M1,IL-16,D01,7,2,,2914,2914,2914,2914,NaN,,,79.90854168,79.90854168,NaN
NBL_308_M2_M1,IL-17,D01,8,2,,24438,24438,24438,24438,NaN,,,415.7196734,415.7196734,NaN
NBL_308_M2_M1,IL-1α,D01,2,2,,14279,14279,14279,14279,NaN,,,74.95872586,74.95872586,NaN
NBL_308_M2_M1,IL-5,D01,3,2,,2025,2025,2025,2025,NaN,,,4.044365945,4.044365945,NaN
NBL_308_M2_M1,IL-7,D01,4,2,,7224,7224,7224,7224,NaN,,,41.63941771,41.63941771,NaN
NBL_308_M2_M1,TNF-β,D01,9,2,,30915,30915,30915,30915,NaN,,,177.865352,177.865352,NaN
NBL_308_M2_M1,VEGF,D01,10,2,,67028,67028,67028,67028,NaN,,,586.0735266,586.0735266,NaN
NBL_308_M2_M1,IFN-γ,D01,1,2,,1658113,1658113,1658113,1658113,NaN,,,35908.99137,35908.99137,NaN
NBL_308_M2_M1,IL-10,D01,7,2,,633337,633337,633337,633337,NaN,,,1917.89762,1917.89762,NaN
NBL_308_M2_M1,IL-12p70,D01,8,2,,356074,356074,356074,356074,NaN,,,1965.501183,1965.501183,NaN
NBL_308_M2_M1,IL-13,D01,9,2,,15431,15431,15431,15431,NaN,,,71.89189634,71.89189634,NaN
NBL_308_M2_M1,IL-1β,D01,2,2,,97488,97488,97488,97488,NaN,,,114.0765495,114.0765495,NaN
NBL_308_M2_M1,IL-2,D01,3,2,,4670,4670,4670,4670,NaN,,,10.24586768,10.24586768,NaN
NBL_308_M2_M1,IL-4,D01,4,2,,86722,86722,86722,86722,NaN,,,99.04144372,99.04144372,NaN
NBL_308_M2_M1,IL-6,D01,5,2,,1601432,1601432,1601432,1601432,NaN,,,6403.665871,6403.665871,NaN
NBL_308_M2_M1,IL-8,D01,6,2,,1552746,1552746,1552746,1552746,NaN,,,6746.147519,6746.147519,NaN
NBL_308_M2_M1,TNF-α,D01,10,2,,1920743,1920743,1920743,1920743,NaN,,,8511.177104,8511.177104,NaN
NBL_308_M2_M1+PM,Eotaxin,H01,1,4,,5639,5639,5639,5639,NaN,,,221.1222108,221.1222108,NaN
NBL_308_M2_M1+PM,Eotaxin-3,H01,3,4,,4726,4726,4726,4726,NaN,,,337.7461175,337.7461175,NaN
NBL_308_M2_M1+PM,IL-8,H01,7,4,,727420,727420,727420,727420,NaN,,,570870.2841,570870.2841,NaN
NBL_308_M2_M1+PM,IP-10,H01,5,4,,1405712,1405712,1405712,1405712,NaN,,,323782.2744,NaN,NaN
NBL_308_M2_M1+PM,MCP-1,H01,8,4,,1885000,1885000,1885000,1885000,NaN,,,10406.11544,10406.11544,NaN
NBL_308_M2_M1+PM,MCP-4,H01,10,4,,1549599,1549599,1549599,1549599,NaN,,,23646.33671,NaN,NaN
NBL_308_M2_M1+PM,MDC,H01,9,4,,26634,26634,26634,26634,NaN,,,1442.050558,1442.050558,NaN
NBL_308_M2_M1+PM,MIP-1α,H01,6,4,,1521211,1521211,1521211,1521211,NaN,,,8210.287066,8210.287066,NaN
NBL_308_M2_M1+PM,MIP-1β,H01,2,4,,1560533,1560533,1560533,1560533,NaN,,,6733.953429,6733.953429,NaN
NBL_308_M2_M1+PM,TARC,H01,4,4,,42171,42171,42171,42171,NaN,,,338.2029259,338.2029259,NaN
NBL_308_M2_M1+PM,GM-CSF,H01,1,2,,22485,22485,22485,22485,NaN,,,139.6836659,139.6836659,NaN
NBL_308_M2_M1+PM,IL-12p40,H01,5,2,,746767,746767,746767,746767,NaN,,,18740.13609,18740.13609,NaN
NBL_308_M2_M1+PM,IL-15,H01,6,2,,2536,2536,2536,2536,NaN,,,6.791028394,6.791028394,NaN
NBL_308_M2_M1+PM,IL-16,H01,7,2,,3154,3154,3154,3154,NaN,,,85.8626006,85.8626006,NaN
NBL_308_M2_M1+PM,IL-17,H01,8,2,,6442,6442,6442,6442,NaN,,,81.25984712,81.25984712,NaN
NBL_308_M2_M1+PM,IL-1α,H01,2,2,,40761,40761,40761,40761,NaN,,,247.5590166,247.5590166,NaN
NBL_308_M2_M1+PM,IL-5,H01,3,2,,1013,1013,1013,1013,NaN,,,1.280071235,1.280071235,NaN
NBL_308_M2_M1+PM,IL-7,H01,4,2,,3991,3991,3991,3991,NaN,,,20.31933572,20.31933572,NaN
NBL_308_M2_M1+PM,TNF-β,H01,9,2,,20304,20304,20304,20304,NaN,,,111.964022,111.964022,NaN
NBL_308_M2_M1+PM,VEGF,H01,10,2,,94956,94956,94956,94956,NaN,,,810.9615926,810.9615926,NaN
NBL_308_M2_M1+PM,IFN-γ,H01,1,2,,1637061,1637061,1637061,1637061,NaN,,,35407.84506,35407.84506,NaN
NBL_308_M2_M1+PM,IL-10,H01,7,2,,1170955,1170955,1170955,1170955,NaN,,,3871.455053,3871.455053,NaN
NBL_308_M2_M1+PM,IL-12p70,H01,8,2,,22515,22515,22515,22515,NaN,,,82.90122236,82.90122236,NaN
NBL_308_M2_M1+PM,IL-13,H01,9,2,,9373,9373,9373,9373,NaN,,,48.71991911,48.71991911,NaN
NBL_308_M2_M1+PM,IL-1β,H01,2,2,,144635,144635,144635,144635,NaN,,,178.1160067,178.1160067,NaN
NBL_308_M2_M1+PM,IL-2,H01,3,2,,2877,2877,2877,2877,NaN,,,5.36773615,5.36773615,NaN
NBL_308_M2_M1+PM,IL-4,H01,4,2,,96936,96936,96936,96936,NaN,,,112.5004448,112.5004448,NaN
NBL_308_M2_M1+PM,IL-6,H01,5,2,,1589475,1589475,1589475,1589475,NaN,,,6353.82399,6353.82399,NaN
NBL_308_M2_M1+PM,IL-8,H01,6,2,,1533566,1533566,1533566,1533566,NaN,,,6649.275534,6649.275534,NaN
NBL_308_M2_M1+PM,TNF-α,H01,10,2,,1908616,1908616,1908616,1908616,NaN,,,8454.912652,8454.912652,NaN
NBL_308_M2_PM,Eotaxin,F01,1,4,,4618,4618,4618,4618,NaN,,,188.6614605,188.6614605,NaN
NBL_308_M2_PM,Eotaxin-3,F01,3,4,,2438,2438,2438,2438,NaN,,,155.0489008,155.0489008,NaN
NBL_308_M2_PM,IL-8,F01,7,4,,278524,278524,278524,278524,NaN,,,259059.2251,259059.2251,NaN
NBL_308_M2_PM,IP-10,F01,5,4,,411912,411912,411912,411912,NaN,,,3902.228005,3902.228005,NaN
NBL_308_M2_PM,MCP-1,F01,8,4,,1941265,1941265,1941265,1941265,NaN,,,10718.48645,10718.48645,NaN
NBL_308_M2_PM,MCP-4,F01,10,4,,1814758,1814758,1814758,1814758,NaN,,,23646.33671,NaN,NaN
NBL_308_M2_PM,MDC,F01,9,4,,166394,166394,166394,166394,NaN,,,8111.327306,8111.327306,NaN
NBL_308_M2_PM,MIP-1α,F01,6,4,,1526729,1526729,1526729,1526729,NaN,,,8229.532242,8229.532242,NaN
NBL_308_M2_PM,MIP-1β,F01,2,4,,1608478,1608478,1608478,1608478,NaN,,,6898.9097,6898.9097,NaN
NBL_308_M2_PM,TARC,F01,4,4,,525584,525584,525584,525584,NaN,,,5362.631849,5362.631849,NaN
NBL_308_M2_PM,GM-CSF,F01,1,2,,10008,10008,10008,10008,NaN,,,52.41816755,52.41816755,NaN
NBL_308_M2_PM,IL-12p40,F01,5,2,,51551,51551,51551,51551,NaN,,,667.6747262,667.6747262,NaN
NBL_308_M2_PM,IL-15,F01,6,2,,407,407,407,407,NaN,,,0.477970795,0.477970795,NaN
NBL_308_M2_PM,IL-16,F01,7,2,,2421,2421,2421,2421,NaN,,,67.41787564,67.41787564,NaN
NBL_308_M2_PM,IL-17,F01,8,2,,736,736,736,736,NaN,,,4.556203578,4.556203578,NaN
NBL_308_M2_PM,IL-1α,F01,2,2,,71870,71870,71870,71870,NaN,,,468.4498702,468.4498702,NaN
NBL_308_M2_PM,IL-5,F01,3,2,,476,476,476,476,NaN,,,0.093803339,0.093803339,NaN
NBL_308_M2_PM,IL-7,F01,4,2,,302,302,302,302,NaN,,,0.371340924,0.371340924,NaN
NBL_308_M2_PM,TNF-β,F01,9,2,,1710,1710,1710,1710,NaN,,,6.063098726,6.063098726,NaN
NBL_308_M2_PM,VEGF,F01,10,2,,168434,168434,168434,168434,NaN,,,1382.571538,1382.571538,NaN
NBL_308_M2_PM,IFN-γ,F01,1,2,,899,899,899,899,NaN,,,4.546541669,4.546541669,NaN
NBL_308_M2_PM,IL-10,F01,7,2,,218906,218906,218906,218906,NaN,,,569.6905912,569.6905912,NaN
NBL_308_M2_PM,IL-12p70,F01,8,2,,3412,3412,3412,3412,NaN,,,8.508843297,8.508843297,NaN
NBL_308_M2_PM,IL-13,F01,9,2,,4483,4483,4483,4483,NaN,,,27.057875,27.057875,NaN
NBL_308_M2_PM,IL-1β,F01,2,2,,104908,104908,104908,104908,NaN,,,123.9770602,123.9770602,NaN
NBL_308_M2_PM,IL-2,F01,3,2,,1286,1286,1286,1286,NaN,,,1.484727682,1.484727682,NaN
NBL_308_M2_PM,IL-4,F01,4,2,,140598,140598,140598,140598,NaN,,,172.1448225,172.1448225,NaN
NBL_308_M2_PM,IL-6,F01,5,2,,1462693,1462693,1462693,1462693,NaN,,,5826.400217,5826.400217,NaN
NBL_308_M2_PM,IL-8,F01,6,2,,1477015,1477015,1477015,1477015,NaN,,,6364.831524,6364.831524,NaN
NBL_308_M2_PM,TNF-α,F01,10,2,,1002913,1002913,1002913,1002913,NaN,,,4313.620246,4313.620246,NaN
NBL_308_M2_Veh,Eotaxin,B01,1,4,,1498,1498,1498,1498,NaN,,,74.31479089,74.31479089,NaN
NBL_308_M2_Veh,Eotaxin-3,B01,3,4,,904,904,904,904,NaN,,,45.87916636,45.87916636,NaN
NBL_308_M2_Veh,IL-8,B01,7,4,,4017,4017,4017,4017,NaN,,,7445.455533,7445.455533,NaN
NBL_308_M2_Veh,IP-10,B01,5,4,,71874,71874,71874,71874,NaN,,,438.6572338,438.6572338,NaN
NBL_308_M2_Veh,MCP-1,B01,8,4,,1882957,1882957,1882957,1882957,NaN,,,10394.77434,10394.77434,NaN
NBL_308_M2_Veh,MCP-4,B01,10,4,,1660471,1660471,1660471,1660471,NaN,,,23646.33671,NaN,NaN
NBL_308_M2_Veh,MDC,B01,9,4,,49339,49339,49339,49339,NaN,,,2586.099058,2586.099058,NaN
NBL_308_M2_Veh,MIP-1α,B01,6,4,,64556,64556,64556,64556,NaN,,,1076.633109,1076.633109,NaN
NBL_308_M2_Veh,MIP-1β,B01,2,4,,1505782,1505782,1505782,1505782,NaN,,,6544.365766,6544.365766,NaN
NBL_308_M2_Veh,TARC,B01,4,4,,18295,18295,18295,18295,NaN,,,131.1357409,131.1357409,NaN
NBL_308_M2_Veh,GM-CSF,B01,1,2,,193,193,193,193,NaN,,,0.014467911,0.014467911,NaN
NBL_308_M2_Veh,IL-12p40,B01,5,2,,327,327,327,327,NaN,,,0.308922307,0.308922307,NaN
NBL_308_M2_Veh,IL-15,B01,6,2,,180,180,180,180,NaN,,,0.042285157,0.042285157,NaN
NBL_308_M2_Veh,IL-16,B01,7,2,,3046,3046,3046,3046,NaN,,,83.19263589,83.19263589,NaN
NBL_308_M2_Veh,IL-17,B01,8,2,,150,150,150,150,NaN,,,0.002907354,NaN,NaN
NBL_308_M2_Veh,IL-1α,B01,2,2,,566,566,566,566,NaN,,,0.160704291,0.160704291,NaN
NBL_308_M2_Veh,IL-5,B01,3,2,,420,420,420,420,NaN,,,0.008036414,0.008036414,NaN
NBL_308_M2_Veh,IL-7,B01,4,2,,249,249,249,249,NaN,,,0.19366993,0.19366993,NaN
NBL_308_M2_Veh,TNF-β,B01,9,2,,386,386,386,386,NaN,,,0.113946057,0.113946057,NaN
NBL_308_M2_Veh,VEGF,B01,10,2,,2307,2307,2307,2307,NaN,,,21.76750404,21.76750404,NaN
NBL_308_M2_Veh,IFN-γ,B01,1,2,,507,507,507,507,NaN,,,0.515517474,0.515517474,NaN
NBL_308_M2_Veh,IL-10,B01,7,2,,1185,1185,1185,1185,NaN,,,0.890917161,0.890917161,NaN
NBL_308_M2_Veh,IL-12p70,B01,8,2,,510,510,510,510,NaN,,,0.1627669,0.1627669,NaN
NBL_308_M2_Veh,IL-13,B01,9,2,,4471,4471,4471,4471,NaN,,,26.99897796,26.99897796,NaN
NBL_308_M2_Veh,IL-1β,B01,2,2,,6685,6685,6685,6685,NaN,,,3.120733523,3.120733523,NaN
NBL_308_M2_Veh,IL-2,B01,3,2,,890,890,890,890,NaN,,,0.645278206,0.645278206,NaN
NBL_308_M2_Veh,IL-4,B01,4,2,,78331,78331,78331,78331,NaN,,,88.15153482,88.15153482,NaN
NBL_308_M2_Veh,IL-6,B01,5,2,,34278,34278,34278,34278,NaN,,,116.3087784,116.3087784,NaN
